#FLD1,FLD2 - Fluid names as inputs for REFPROP,,,,,,,,,,,,,,
#z_1,z_2 - mole fractions, T - Absolute temperature in Kelvins, p - Pressure in megapascals (MPa), w - Speed of sound in meters per second (m.s^-1),,,,,,,,,,,
# Uc(w) - Combined expanded uncertainty (k=2) of the speed of sound as a percentage of the measured value,,,,,,,,,,,,,,,
#sigma_T, sigma_p, and sigma_w - Standard deviation of the temperature, pressure, and speed of sound for the duration of each measurement,,,,,,,,,,,
#N_temp - number of temperatures averaged, N_echos - number of speed of sound repetitions averaged,,,,,,,,,,,,,,
FLD1,FLD2,z_1 / mole frac.,z_2 / mole frac.,T / K,p / MPa,w / m/s,Uc(w) / %,sigma_T / K,sigma_p / MPa,sigma_w / m s^-1,N_temp,N_echo,bibkey,weight,p / Pa
R1234YF,R152A,0.33342,0.66658,320.003,6.276,518.789,0.082,0,0.001,0.008,12,8,2022 row per 1,1,6276000
R1234YF,R152A,0.33342,0.66658,325.009,8.703,527.343,0.076,0.001,0.001,0.005,16,12,2022 row per 1,1,8703000
R1234YF,R152A,0.33342,0.66658,314.991,1.651,478.24,0.106,0.001,0,0.005,9,6,2022 row per 1,1,1651000
R1234YF,R152A,0.33342,0.66658,320.002,3.967,487.98,0.097,0.002,0.001,0.017,14,10,2022 row per 1,1,3967000
R1234YF,R152A,0.33342,0.66658,325.008,6.266,497.027,0.089,0.001,0.007,0.07,11,7,2022 row per 1,1,6266000
R1234YF,R152A,0.33342,0.66658,329.999,8.556,505.584,0.083,0.001,0.001,0.006,16,12,2022 row per 1,1,8556000
R1234YF,R152A,0.33342,0.66658,320.003,1.697,452.761,0.12,0.002,0.001,0.018,12,8,2022 row per 1,1,1697000
R1234YF,R152A,0.33342,0.66658,325.007,3.876,462.803,0.109,0.002,0.002,0.034,15,11,2022 row per 1,1,3876000
R1234YF,R152A,0.33342,0.66658,329.999,6.042,472.1,0.1,0.001,0.002,0.025,13,9,2022 row per 1,1,6042000
R1234YF,R152A,0.33342,0.66658,335.004,8.198,480.749,0.093,0.001,0.002,0.03,15,11,2022 row per 1,1,8198000
R1234YF,R152A,0.33342,0.66658,325.007,1.969,430.729,0.135,0.001,0.001,0.004,9,5,2022 row per 1,1,1969000
R1234YF,R152A,0.33342,0.66658,329.999,4.027,441.046,0.122,0.001,0.001,0.007,15,11,2022 row per 1,1,4027000
R1234YF,R152A,0.33342,0.66658,335.003,6.081,450.54,0.111,0.002,0.001,0.01,9,6,2022 row per 1,1,6081000
R1234YF,R152A,0.33342,0.66658,340.008,8.146,459.648,0.102,0.002,0,0.004,16,12,2022 row per 1,1,8146000
R1234YF,R152A,0.33342,0.66658,329.997,2.042,404.69,0.158,0.001,0,0.003,7,5,2022 row per 1,1,2042000
R1234YF,R152A,0.33342,0.66658,335.002,3.952,415.024,0.141,0.001,0.001,0.03,14,10,2022 row per 1,1,3952000
R1234YF,R152A,0.33342,0.66658,340.006,5.886,424.928,0.127,0.001,0.002,0.024,9,6,2022 row per 1,1,5886000
R1234YF,R152A,0.33342,0.66658,345.012,7.83,434.385,0.116,0.001,0.002,0.023,11,7,2022 row per 1,1,7830000
R1234YF,R152A,0.33342,0.66658,335,2.091,377.023,0.189,0.001,0.001,0.016,8,5,2022 row per 1,1,2091000
R1234YF,R152A,0.33342,0.66658,340.007,3.904,388.492,0.166,0.002,0,0.004,8,5,2022 row per 1,1,3904000
R1234YF,R152A,0.33342,0.66658,345.013,5.729,399.141,0.147,0,0,0.004,4,2,2022 row per 1,1,5729000
R1234YF,R152A,0.33342,0.66658,340.007,2.413,354.814,0.22,0.006,0,0.005,7,4,2022 row per 1,1,2413000
R1234YF,R152A,0.33342,0.66658,345.013,4.107,366.511,0.19,0,0,0.005,8,5,2022 row per 1,1,4107000
R1234YF,R152A,0.66526,0.33474,229.996,0.135,800.243,0.043,0.007,0.009,0.072,16,12,2022 row per 1,1,135000
R1234YF,R152A,0.66526,0.33474,235.011,0.631,780.26,0.041,0.001,0.001,0.005,16,12,2022 row per 1,1,631000
R1234YF,R152A,0.66526,0.33474,240.002,0.648,757.434,0.042,0.001,0.002,0.137,16,12,2022 row per 1,1,648000
R1234YF,R152A,0.66526,0.33474,245.002,0.654,734.423,0.044,0.001,0.001,0.097,16,12,2022 row per 1,1,654000
R1234YF,R152A,0.66526,0.33474,250.004,0.671,711.496,0.046,0.001,0,0.015,16,12,2022 row per 1,1,671000
R1234YF,R152A,0.66526,0.33474,254.994,0.67,688.76,0.048,0.001,0.001,0.041,16,12,2022 row per 1,1,670000
R1234YF,R152A,0.66526,0.33474,259.987,3.819,691.328,0.047,0.002,0.004,0.041,16,12,2022 row per 1,1,3819000
R1234YF,R152A,0.66526,0.33474,259.985,0.833,667.241,0.05,0.002,0.002,0.015,16,12,2022 row per 1,1,833000
R1234YF,R152A,0.66526,0.33474,274.995,11.612,688.914,0.046,0.003,0.004,0.032,16,12,2022 row per 1,1,11612000
R1234YF,R152A,0.66526,0.33474,274.995,6.857,652.375,0.05,0.001,0.001,0.009,16,12,2022 row per 1,1,6857000
R1234YF,R152A,0.66526,0.33474,279.999,10.264,659.736,0.049,0.001,0.001,0.003,16,12,2022 row per 1,1,10264000
R1234YF,R152A,0.66526,0.33474,269.99,3.405,644.512,0.052,0.003,0.001,0.008,16,12,2022 row per 1,1,3405000
R1234YF,R152A,0.66526,0.33474,269.991,1.171,624.611,0.056,0.002,0.001,0.007,16,12,2022 row per 1,1,1171000
R1234YF,R152A,0.66526,0.33474,274.994,4.478,632.302,0.054,0.002,0.001,0.004,16,12,2022 row per 1,1,4478000
R1234YF,R152A,0.66526,0.33474,279.999,7.793,639.911,0.051,0.001,0.001,0.006,16,12,2022 row per 1,1,7793000
R1234YF,R152A,0.66526,0.33474,285,11.12,647.51,0.05,0.002,0.003,0.025,16,12,2022 row per 1,1,11120000
R1234YF,R152A,0.66526,0.33474,274.992,1.269,602.801,0.059,0.002,0,0.004,16,12,2022 row per 1,1,1269000
R1234YF,R152A,0.66526,0.33474,279.999,4.441,610.737,0.057,0.002,0.001,0.007,16,12,2022 row per 1,1,4441000
R1234YF,R152A,0.66526,0.33474,285,7.628,618.622,0.054,0.001,0.001,0.004,16,12,2022 row per 1,1,7628000
R1234YF,R152A,0.66526,0.33474,290.002,10.799,626.233,0.052,0.001,0.001,0.007,16,12,2022 row per 1,1,10799000
R1234YF,R152A,0.66526,0.33474,279.997,1.047,577.691,0.064,0.001,0,0.003,16,12,2022 row per 1,1,1047000
R1234YF,R152A,0.66526,0.33474,284.999,4.067,585.907,0.061,0.001,0.001,0.007,15,11,2022 row per 1,1,4067000
R1234YF,R152A,0.66526,0.33474,290.002,7.093,593.954,0.058,0.001,0,0.003,16,12,2022 row per 1,1,7093000
R1234YF,R152A,0.66526,0.33474,294.998,10.116,601.799,0.055,0.001,0.002,0.019,14,10,2022 row per 1,1,10116000
R1234YF,R152A,0.66526,0.33474,284.998,1.082,554.992,0.07,0.001,0.001,0.015,16,12,2022 row per 1,1,1082000
R1234YF,R152A,0.66526,0.33474,290.001,3.963,563.426,0.066,0.001,0,0.003,13,9,2022 row per 1,1,3963000
R1234YF,R152A,0.66526,0.33474,294.998,6.851,571.704,0.062,0.001,0.002,0.018,16,12,2022 row per 1,1,6851000
R1234YF,R152A,0.66526,0.33474,299.999,9.742,579.75,0.059,0.002,0.001,0.011,14,10,2022 row per 1,1,9742000
R1234YF,R152A,0.66526,0.33474,290,1.026,531.006,0.076,0.001,0.001,0.008,16,12,2022 row per 1,1,1026000
R1234YF,R152A,0.66526,0.33474,294.997,3.769,539.786,0.071,0.001,0.001,0.01,12,9,2022 row per 1,1,3769000
R1234YF,R152A,0.66526,0.33474,299.999,6.519,548.291,0.067,0.001,0,0.004,16,12,2022 row per 1,1,6519000
R1234YF,R152A,0.66526,0.33474,304.997,9.267,556.503,0.063,0.001,0,0.007,14,10,2022 row per 1,1,9267000
R1234YF,R152A,0.66526,0.33474,294.995,1.115,508.591,0.083,0.001,0.001,0.015,16,12,2022 row per 1,1,1115000
R1234YF,R152A,0.66526,0.33474,299.996,3.725,517.584,0.078,0.003,0.002,0.013,16,12,2022 row per 1,1,3725000
R1234YF,R152A,0.66526,0.33474,304.997,6.342,526.285,0.072,0.001,0.001,0.014,16,12,2022 row per 1,1,6342000
R1234YF,R152A,0.66526,0.33474,309.999,8.958,534.652,0.068,0.001,0.001,0.011,12,8,2022 row per 1,1,8958000
R1234YF,R152A,0.66526,0.33474,299.995,1.325,487.627,0.091,0.001,0.001,0.017,13,9,2022 row per 1,1,1325000
R1234YF,R152A,0.66526,0.33474,304.996,3.806,496.788,0.084,0.001,0,0.004,15,11,2022 row per 1,1,3806000
R1234YF,R152A,0.66526,0.33474,309.998,6.298,505.648,0.078,0.001,0.001,0.006,16,12,2022 row per 1,1,6298000
R1234YF,R152A,0.66526,0.33474,314.994,8.789,514.152,0.073,0.002,0.001,0.008,15,11,2022 row per 1,1,8789000
R1234YF,R152A,0.66526,0.33474,304.994,1.369,464.227,0.102,0.002,0.001,0.014,16,12,2022 row per 1,1,1369000
R1234YF,R152A,0.66526,0.33474,309.998,3.725,473.733,0.093,0.001,0.001,0.015,11,8,2022 row per 1,1,3725000
R1234YF,R152A,0.66526,0.33474,314.993,6.084,482.824,0.086,0.002,0.001,0.008,16,12,2022 row per 1,1,6084000
R1234YF,R152A,0.66526,0.33474,320.004,8.452,491.538,0.08,0.001,0.002,0.023,13,9,2022 row per 1,1,8452000
R1234YF,R152A,0.66526,0.33474,309.996,1.617,443.534,0.113,0.001,0.001,0.004,12,8,2022 row per 1,1,1617000
R1234YF,R152A,0.66526,0.33474,314.993,3.849,453.245,0.103,0.002,0.001,0.011,6,3,2022 row per 1,1,3849000
R1234YF,R152A,0.66526,0.33474,320.003,6.09,462.466,0.094,0.001,0.001,0.013,16,12,2022 row per 1,1,6090000
R1234YF,R152A,0.66526,0.33474,325.007,8.351,471.467,0.087,0.002,0.003,0.019,11,7,2022 row per 1,1,8351000
R1234YF,R152A,0.66526,0.33474,314.991,1.659,419.505,0.128,0.002,0.002,0.026,13,9,2022 row per 1,1,1659000
R1234YF,R152A,0.66526,0.33474,320.002,3.757,429.408,0.116,0.001,0.003,0.028,14,10,2022 row per 1,1,3757000
R1234YF,R152A,0.66526,0.33474,325.008,5.845,438.604,0.106,0.001,0.002,0.014,16,12,2022 row per 1,1,5845000
R1234YF,R152A,0.66526,0.33474,329.999,7.97,447.762,0.097,0.002,0.001,0.022,10,6,2022 row per 1,1,7970000
R1234YF,R152A,0.66526,0.33474,320,1.69,394.593,0.149,0.001,0,0.007,14,10,2022 row per 1,1,1690000
R1234YF,R152A,0.66526,0.33474,325.007,3.656,404.846,0.133,0.001,0,0.005,12,8,2022 row per 1,1,3656000
R1234YF,R152A,0.66526,0.33474,329.999,5.625,414.475,0.121,0.002,0.002,0.02,13,9,2022 row per 1,1,5625000
R1234YF,R152A,0.66526,0.33474,335.003,7.587,423.381,0.11,0.001,0.001,0.013,10,6,2022 row per 1,1,7587000
R1234YF,R152A,0.66526,0.33474,325.006,2.087,376.15,0.166,0.001,0,0.006,10,6,2022 row per 1,1,2087000
R1234YF,R152A,0.66526,0.33474,329.998,3.941,386.522,0.148,0.001,0,0.006,10,6,2022 row per 1,1,3941000
R1234YF,R152A,0.66526,0.33474,335.003,5.793,396.02,0.133,0.001,0,0.008,15,11,2022 row per 1,1,5793000
R1234YF,R152A,0.66526,0.33474,340.008,7.662,405.17,0.121,0.001,0,0.005,14,10,2022 row per 1,1,7662000
R1234YF,R152A,0.66526,0.33474,329.996,1.939,346.058,0.206,0.001,0,0.001,3,2,2022 row per 1,1,1939000
R1234YF,R152A,0.66526,0.33474,335.003,3.635,356.718,0.181,0,0,0.012,6,4,2022 row per 1,1,3635000
R1234YF,R152A,0.66526,0.33474,340.007,5.349,366.759,0.16,0.001,0,0.002,10,6,2022 row per 1,1,5349000
R1234YF,R152A,0.66526,0.33474,345.013,7.07,376.186,0.144,0.001,0,0.003,10,6,2022 row per 1,1,7070000
R1234YF,R152A,0.66526,0.33474,335.001,2.211,324.317,0.241,0.002,0,0.001,7,4,2022 row per 1,1,2211000
R1234YF,R152A,0.66526,0.33474,340.007,3.804,335.468,0.209,0.001,0,0.001,5,3,2022 row per 1,1,3804000
R1234YF,R152A,0.66526,0.33474,345.013,5.407,345.717,0.183,0.001,0,0.002,11,7,2022 row per 1,1,5407000
R1234YF,R152A,0.66526,0.33474,340.007,2.757,309.915,0.266,0.001,0,0,2,1,2022 row per 1,1,2757000
R1234YF,R152A,0.66526,0.33474,345.013,4.263,320.625,0.229,0,0,0,2,1,2022 row per 1,1,4263000
R1234ZEE,R227EA,0.33265,0.66735,230.01,0.37,736.854,0.04,0.017,0.001,0.012,16,12,2022 row per 1,1,370000
R1234ZEE,R227EA,0.33265,0.66735,235.012,0.457,715.381,0.041,0.001,0,0.158,16,12,2022 row per 1,1,457000
R1234ZEE,R227EA,0.33265,0.66735,240.001,0.462,693.456,0.043,0.002,0.001,0.066,16,12,2022 row per 1,1,462000
R1234ZEE,R227EA,0.33265,0.66735,245.003,0.469,671.697,0.044,0.001,0.001,0.033,16,12,2022 row per 1,1,469000
R1234ZEE,R227EA,0.33265,0.66735,250.004,0.465,650.038,0.046,0.001,0.008,0.075,16,12,2022 row per 1,1,465000
R1234ZEE,R227EA,0.33265,0.66735,254.995,0.458,628.53,0.048,0.001,0,0.044,16,12,2022 row per 1,1,458000
R1234ZEE,R227EA,0.33265,0.66735,259.987,0.471,607.244,0.051,0.002,0,0.004,16,12,2022 row per 1,1,471000
R1234ZEE,R227EA,0.33265,0.66735,269.992,3.351,588.48,0.052,0.002,0.001,0.004,16,12,2022 row per 1,1,3351000
R1234ZEE,R227EA,0.33265,0.66735,274.995,6.712,594.842,0.05,0.002,0.005,0.037,16,12,2022 row per 1,1,6712000
R1234ZEE,R227EA,0.33265,0.66735,279.999,10.082,601.219,0.049,0.001,0.006,0.045,16,12,2022 row per 1,1,10082000
R1234ZEE,R227EA,0.33265,0.66735,285,13.433,607.453,0.047,0,0.009,0.057,16,12,2022 row per 1,1,13433000
R1234ZEE,R227EA,0.33265,0.66735,290.002,16.668,612.912,0.046,0.001,0.011,0.075,16,12,2022 row per 1,1,16668000
R1234ZEE,R227EA,0.33265,0.66735,294.997,19.952,618.719,0.045,0.001,0.013,0.081,16,12,2022 row per 1,1,19952000
R1234ZEE,R227EA,0.33265,0.66735,299.998,23.21,624.352,0.044,0.002,0.015,0.091,16,12,2022 row per 1,1,23210000
R1234ZEE,R227EA,0.33265,0.66735,304.997,26.42,629.72,0.043,0.002,0.019,0.112,16,12,2022 row per 1,1,26420000
R1234ZEE,R227EA,0.33265,0.66735,309.999,29.616,635.014,0.042,0.002,0.018,0.104,16,12,2022 row per 1,1,29616000
R1234ZEE,R227EA,0.33265,0.66735,314.994,32.783,640.188,0.041,0.003,0.017,0.09,16,12,2022 row per 1,1,32783000
R1234ZEE,R227EA,0.33265,0.66735,320.005,35.925,645.228,0.041,0.002,0.016,0.086,16,12,2022 row per 1,1,35925000
R1234ZEE,R227EA,0.33265,0.66735,325.01,39.103,650.484,0.04,0.001,0.005,0.026,16,12,2022 row per 1,1,39103000
R1234ZEE,R227EA,0.33265,0.66735,330,42.303,655.888,0.039,0.001,0,0.002,16,12,2022 row per 1,1,42303000
R1234ZEE,R227EA,0.33265,0.66735,335.003,45.456,661.009,0.039,0.001,0.004,0.02,16,12,2022 row per 1,1,45456000
R1234ZEE,R227EA,0.33265,0.66735,340.008,48.628,666.238,0.039,0.003,0.001,0.005,16,12,2022 row per 1,1,48628000
R1234ZEE,R227EA,0.33265,0.66735,274.991,3.582,570.384,0.055,0.002,0.001,0.008,16,12,2022 row per 1,1,3582000
R1234ZEE,R227EA,0.33265,0.66735,279.996,6.857,577.23,0.052,0.002,0.001,0.006,16,12,2022 row per 1,1,6857000
R1234ZEE,R227EA,0.33265,0.66735,284.997,10.129,583.989,0.05,0.001,0.002,0.012,16,12,2022 row per 1,1,10129000
R1234ZEE,R227EA,0.33265,0.66735,289.999,13.388,590.579,0.049,0.001,0.002,0.016,16,12,2022 row per 1,1,13388000
R1234ZEE,R227EA,0.33265,0.66735,294.995,16.634,597.034,0.047,0.002,0.002,0.011,16,12,2022 row per 1,1,16634000
R1234ZEE,R227EA,0.33265,0.66735,299.997,19.861,603.311,0.046,0.001,0.005,0.03,16,12,2022 row per 1,1,19861000
R1234ZEE,R227EA,0.33265,0.66735,304.996,23.08,609.489,0.045,0.001,0.003,0.019,16,12,2022 row per 1,1,23080000
R1234ZEE,R227EA,0.33265,0.66735,309.998,26.28,615.51,0.044,0.001,0.003,0.019,16,12,2022 row per 1,1,26280000
R1234ZEE,R227EA,0.33265,0.66735,314.994,29.441,621.288,0.043,0.001,0.004,0.019,16,12,2022 row per 1,1,29441000
R1234ZEE,R227EA,0.33265,0.66735,320.002,32.633,627.193,0.042,0.003,0.002,0.01,16,12,2022 row per 1,1,32633000
R1234ZEE,R227EA,0.33265,0.66735,325.008,35.791,632.893,0.041,0.001,0.002,0.01,16,12,2022 row per 1,1,35791000
R1234ZEE,R227EA,0.33265,0.66735,330,38.917,638.432,0.041,0.001,0.003,0.013,16,12,2022 row per 1,1,38917000
R1234ZEE,R227EA,0.33265,0.66735,335.003,41.992,643.652,0.04,0.002,0.005,0.027,16,12,2022 row per 1,1,41992000
R1234ZEE,R227EA,0.33265,0.66735,340.007,45.084,648.96,0.039,0.002,0.003,0.014,16,12,2022 row per 1,1,45084000
R1234ZEE,R227EA,0.33265,0.66735,345.013,48.16,654.189,0.039,0.002,0.001,0.007,16,12,2022 row per 1,1,48160000
R1234ZEE,R227EA,0.33265,0.66735,269.987,0.427,564.483,0.057,0.002,0,0.003,15,11,2022 row per 1,1,427000
R1234ZEE,R227EA,0.33265,0.66735,274.99,0.887,547.357,0.06,0.001,0.003,0.026,16,12,2022 row per 1,1,887000
R1234ZEE,R227EA,0.33265,0.66735,279.995,4.051,554.513,0.057,0,0.002,0.016,16,12,2022 row per 1,1,4051000
R1234ZEE,R227EA,0.33265,0.66735,284.997,7.216,561.577,0.054,0.001,0.002,0.016,15,11,2022 row per 1,1,7216000
R1234ZEE,R227EA,0.33265,0.66735,289.999,10.386,568.561,0.052,0.001,0,0.003,16,12,2022 row per 1,1,10386000
R1234ZEE,R227EA,0.33265,0.66735,294.995,13.539,575.34,0.05,0.001,0.001,0.006,16,12,2022 row per 1,1,13539000
R1234ZEE,R227EA,0.33265,0.66735,299.997,16.693,582.022,0.049,0.001,0.001,0.004,16,12,2022 row per 1,1,16693000
R1234ZEE,R227EA,0.33265,0.66735,304.993,19.799,588.326,0.047,0.002,0.013,0.086,16,12,2022 row per 1,1,19799000
R1234ZEE,R227EA,0.33265,0.66735,309.998,22.889,594.429,0.046,0.001,0.002,0.011,16,12,2022 row per 1,1,22889000
R1234ZEE,R227EA,0.33265,0.66735,314.992,25.989,600.592,0.045,0.001,0.001,0.007,16,12,2022 row per 1,1,25989000
R1234ZEE,R227EA,0.33265,0.66735,320.002,29.081,606.627,0.044,0.001,0.001,0.007,16,12,2022 row per 1,1,29081000
R1234ZEE,R227EA,0.33265,0.66735,325.008,32.153,612.51,0.043,0.002,0.002,0.009,16,12,2022 row per 1,1,32153000
R1234ZEE,R227EA,0.33265,0.66735,329.999,35.201,618.263,0.042,0.002,0.001,0.007,16,12,2022 row per 1,1,35201000
R1234ZEE,R227EA,0.33265,0.66735,335.001,38.214,623.771,0.041,0.001,0.002,0.012,16,12,2022 row per 1,1,38214000
R1234ZEE,R227EA,0.33265,0.66735,340.008,41.23,629.265,0.041,0.001,0.001,0.006,16,12,2022 row per 1,1,41230000
R1234ZEE,R227EA,0.33265,0.66735,345.013,44.228,634.655,0.04,0.001,0.001,0.004,16,12,2022 row per 1,1,44228000
R1234ZEE,R227EA,0.33265,0.66735,279.993,0.975,527.117,0.064,0.001,0.004,0.042,16,12,2022 row per 1,1,975000
R1234ZEE,R227EA,0.33265,0.66735,284.995,3.998,534.468,0.06,0.001,0.001,0.006,16,12,2022 row per 1,1,3998000
R1234ZEE,R227EA,0.33265,0.66735,289.998,7.035,541.78,0.057,0.001,0.001,0.006,15,11,2022 row per 1,1,7035000
R1234ZEE,R227EA,0.33265,0.66735,294.994,10.056,548.846,0.055,0.001,0.001,0.005,16,12,2022 row per 1,1,10056000
R1234ZEE,R227EA,0.33265,0.66735,299.996,13.128,556.122,0.053,0.001,0.008,0.069,16,12,2022 row per 1,1,13128000
R1234ZEE,R227EA,0.33265,0.66735,304.995,16.175,563.142,0.051,0.002,0.002,0.017,16,12,2022 row per 1,1,16175000
R1234ZEE,R227EA,0.33265,0.66735,309.997,19.195,569.825,0.049,0.001,0.001,0.007,16,12,2022 row per 1,1,19195000
R1234ZEE,R227EA,0.33265,0.66735,314.993,22.2,576.331,0.048,0.002,0.002,0.014,16,12,2022 row per 1,1,22200000
R1234ZEE,R227EA,0.33265,0.66735,320.003,25.195,582.666,0.046,0.001,0,0.004,16,12,2022 row per 1,1,25195000
R1234ZEE,R227EA,0.33265,0.66735,325.007,28.171,588.824,0.045,0.001,0.002,0.016,16,12,2022 row per 1,1,28171000
R1234ZEE,R227EA,0.33265,0.66735,329.999,31.12,594.794,0.044,0.001,0.002,0.011,16,12,2022 row per 1,1,31120000
R1234ZEE,R227EA,0.33265,0.66735,335.002,34.026,600.428,0.043,0.003,0.002,0.012,16,12,2022 row per 1,1,34026000
R1234ZEE,R227EA,0.33265,0.66735,340.008,36.936,606.064,0.043,0.002,0,0.004,16,12,2022 row per 1,1,36936000
R1234ZEE,R227EA,0.33265,0.66735,345.013,39.848,611.666,0.042,0,0.001,0.002,16,12,2022 row per 1,1,39848000
R1234ZEE,R227EA,0.33265,0.66735,284.994,0.925,505.597,0.069,0.001,0.001,0.004,16,12,2022 row per 1,1,925000
R1234ZEE,R227EA,0.33265,0.66735,289.997,3.8,513.115,0.065,0.001,0.001,0.006,14,10,2022 row per 1,1,3800000
R1234ZEE,R227EA,0.33265,0.66735,294.993,6.684,520.55,0.061,0.001,0,0.003,15,11,2022 row per 1,1,6684000
R1234ZEE,R227EA,0.33265,0.66735,299.994,9.524,527.427,0.059,0.001,0.004,0.033,16,12,2022 row per 1,1,9524000
R1234ZEE,R227EA,0.33265,0.66735,304.994,12.394,534.416,0.056,0.001,0.001,0.008,15,11,2022 row per 1,1,12394000
R1234ZEE,R227EA,0.33265,0.66735,309.997,15.271,541.336,0.054,0.001,0.001,0.005,16,12,2022 row per 1,1,15271000
R1234ZEE,R227EA,0.33265,0.66735,314.992,18.133,548.043,0.052,0.002,0.001,0.005,16,12,2022 row per 1,1,18133000
R1234ZEE,R227EA,0.33265,0.66735,320.002,20.996,554.616,0.05,0.002,0.001,0.005,16,12,2022 row per 1,1,20996000
R1234ZEE,R227EA,0.33265,0.66735,325.008,23.843,561.004,0.049,0.001,0.001,0.003,15,11,2022 row per 1,1,23843000
R1234ZEE,R227EA,0.33265,0.66735,329.999,26.667,567.19,0.047,0.002,0.001,0.006,16,12,2022 row per 1,1,26667000
R1234ZEE,R227EA,0.33265,0.66735,335.005,29.464,573.113,0.046,0.004,0.002,0.014,16,12,2022 row per 1,1,29464000
R1234ZEE,R227EA,0.33265,0.66735,340.007,32.254,578.937,0.045,0.001,0.001,0.006,16,12,2022 row per 1,1,32254000
R1234ZEE,R227EA,0.33265,0.66735,345.013,35.038,584.687,0.044,0.004,0.001,0.007,16,12,2022 row per 1,1,35038000
R1234ZEE,R227EA,0.33265,0.66735,289.996,0.986,485.096,0.074,0.001,0.001,0.004,16,12,2022 row per 1,1,986000
R1234ZEE,R227EA,0.33265,0.66735,294.993,3.735,492.942,0.07,0.002,0.001,0.006,15,11,2022 row per 1,1,3735000
R1234ZEE,R227EA,0.33265,0.66735,299.993,6.49,500.583,0.066,0.002,0.001,0.009,16,12,2022 row per 1,1,6490000
R1234ZEE,R227EA,0.33265,0.66735,304.994,9.299,508.472,0.062,0.002,0.005,0.056,16,12,2022 row per 1,1,9299000
R1234ZEE,R227EA,0.33265,0.66735,309.996,12.075,515.876,0.059,0.002,0.002,0.018,12,8,2022 row per 1,1,12075000
R1234ZEE,R227EA,0.33265,0.66735,314.992,14.83,522.96,0.057,0.001,0.002,0.019,15,11,2022 row per 1,1,14830000
R1234ZEE,R227EA,0.33265,0.66735,320.002,17.582,529.817,0.055,0.001,0.001,0.009,16,12,2022 row per 1,1,17582000
R1234ZEE,R227EA,0.33265,0.66735,325.007,20.318,536.446,0.053,0.001,0.001,0.006,16,12,2022 row per 1,1,20318000
R1234ZEE,R227EA,0.33265,0.66735,329.999,23.036,542.793,0.051,0.002,0.001,0.301,16,12,2022 row per 1,1,23036000
R1234ZEE,R227EA,0.33265,0.66735,335.001,25.715,548.907,0.049,0.001,0.003,0.02,16,12,2022 row per 1,1,25715000
R1234ZEE,R227EA,0.33265,0.66735,340.008,28.405,554.947,0.048,0.001,0.001,0.007,16,12,2022 row per 1,1,28405000
R1234ZEE,R227EA,0.33265,0.66735,345.012,31.087,560.875,0.047,0.001,0.003,0.011,15,11,2022 row per 1,1,31087000
R1234ZEE,R227EA,0.33265,0.66735,294.991,1.091,465.103,0.081,0.003,0.001,0.006,15,11,2022 row per 1,1,1091000
R1234ZEE,R227EA,0.33265,0.66735,299.993,3.721,473.251,0.075,0.002,0.001,0.005,12,8,2022 row per 1,1,3721000
R1234ZEE,R227EA,0.33265,0.66735,304.992,6.347,481.073,0.071,0.001,0.001,0.005,16,12,2022 row per 1,1,6347000
R1234ZEE,R227EA,0.33265,0.66735,309.995,8.983,488.722,0.067,0.002,0.001,0.006,15,11,2022 row per 1,1,8983000
R1234ZEE,R227EA,0.33265,0.66735,314.991,11.611,496.091,0.063,0.001,0.002,0.015,10,6,2022 row per 1,1,11611000
R1234ZEE,R227EA,0.33265,0.66735,320.001,14.242,503.269,0.06,0.001,0.001,0.007,16,12,2022 row per 1,1,14242000
R1234ZEE,R227EA,0.33265,0.66735,325.006,16.854,510.15,0.058,0.002,0.006,0.04,16,12,2022 row per 1,1,16854000
R1234ZEE,R227EA,0.33265,0.66735,330,19.503,517.168,0.056,0.001,0.009,0.074,13,9,2022 row per 1,1,19503000
R1234ZEE,R227EA,0.33265,0.66735,335.002,22.092,523.63,0.053,0.002,0.001,0.007,16,12,2022 row per 1,1,22092000
R1234ZEE,R227EA,0.33265,0.66735,340.006,24.669,529.876,0.052,0.004,0.001,0.004,16,12,2022 row per 1,1,24669000
R1234ZEE,R227EA,0.33265,0.66735,345.012,27.238,535.98,0.05,0.001,0,0.003,15,11,2022 row per 1,1,27238000
R1234ZEE,R227EA,0.33265,0.66735,299.992,1.009,442.876,0.089,0.001,0.001,0.015,10,7,2022 row per 1,1,1009000
R1234ZEE,R227EA,0.33265,0.66735,304.993,3.494,451.204,0.083,0.001,0.001,0.014,13,9,2022 row per 1,1,3494000
R1234ZEE,R227EA,0.33265,0.66735,309.995,5.961,459.025,0.077,0.001,0.005,0.056,16,12,2022 row per 1,1,5961000
R1234ZEE,R227EA,0.33265,0.66735,314.99,8.434,466.6,0.073,0.001,0.001,0.007,11,7,2022 row per 1,1,8434000
R1234ZEE,R227EA,0.33265,0.66735,320,10.921,474.062,0.069,0.002,0.001,0.007,11,7,2022 row per 1,1,10921000
R1234ZEE,R227EA,0.33265,0.66735,325.007,13.407,481.315,0.065,0.001,0.001,0.011,16,12,2022 row per 1,1,13407000
R1234ZEE,R227EA,0.33265,0.66735,329.997,15.871,488.245,0.062,0.002,0.005,0.033,16,12,2022 row per 1,1,15871000
R1234ZEE,R227EA,0.33265,0.66735,335.003,18.295,494.675,0.06,0.001,0.004,0.034,14,10,2022 row per 1,1,18295000
