z_1 / mole frac.,z_2 / mole frac.,T / K,p / MPa,rho / kg/m^3,u(p) (kPa),Uc(r) (%),D(r) (%),FLD1,FLD2,skip,bibkey,weight,method,probable absorption
0.66665,0.33335,304.997,15.58389,1099.1477,1.96,0.0224,-0.973684468,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,304.999,13.39692,1090.3541,1.93,0.0222,-0.929783771,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,304.996,10.45376,1077.4843,1.62,0.022,-0.861361429,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,304.996,7.08261,1060.8349,1.4,0.0216,-0.763698499,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,304.997,4.90748,1048.6516,1.26,0.0215,-0.684929532,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,304.995,2.47948,1033.2291,1.84,0.0224,-0.573283096,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,315.001,8.1023,1030.1497,1.54,0.0218,-0.69834307,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,325.003,13.69161,1027.3054,1.68,0.0221,-0.797492999,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.998,22.05502,1023.7038,2.41,0.0233,-0.917707491,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,340.001,20.21947,1014.3374,2.62,0.0235,-0.878889422,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.999,17.00544,996.1843,1.74,0.0224,-0.799598508,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.997,14.24608,978.2387,1.44,0.022,-0.715974431,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.996,10.88399,952.041,1.33,0.0219,-0.581232432,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.997,8.25196,926.2422,1.21,0.0217,-0.431192627,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.997,6.22437,900.8298,1.16,0.0217,-0.262200871,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,339.999,4.08159,863.262,1.16,0.0217,0.045447758,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,349.996,7.46403,861.45,1.13,0.0218,-0.252523165,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,360,10.87913,859.6249,1.22,0.0221,-0.449179031,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,360,9.05548,829.0363,1.1,0.022,-0.330352065,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,359.999,8.05114,807.2794,1.14,0.0221,-0.254278879,R32,R1234ZEE,,2023-for-mcl-0,0.5,,
0.66665,0.33335,359.999,7.11811,781.3452,1.13,0.0221,-0.188239991,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,360,6.07246,738.3885,1.12,0.0222,-0.220409575,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,369.998,8.37848,736.9581,1.1,0.0223,-0.418081499,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,379.997,10.7237,735.4164,1.11,0.0225,-0.554452412,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,379.997,9.5831,695.6232,1.11,0.0226,-0.668988047,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,379.998,8.57094,642.9267,1.1,0.0228,-1.06175,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,379.999,7.56092,547.079,1.09,0.0231,-2.472753066,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,379.997,6.93635,438.5647,1.1,0.0238,-3.125484384,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,384.997,7.42536,438.0541,1.09,0.0237,-2.53879621,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,389.998,7.91431,437.5653,1.09,0.0237,-2.191494663,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,394.999,8.40169,436.9888,1.09,0.024,-1.962513991,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.003,8.88771,436.383,1.09,0.0241,-1.799696431,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.004,6.9604,267.3329,1.09,0.0262,-0.719960946,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.002,5.60067,182.9644,1.09,0.0296,-0.424770985,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.003,4.37977,127.287,1.09,0.0363,-0.407075428,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.005,3.66338,100.3919,1.09,0.0414,-0.419874198,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.004,2.70035,69.0007,1.1,0.0416,-0.4124298,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
0.66665,0.33335,400.005,1.93097,46.915,1.02,0.0416,-0.427065271,R32,R1234ZEE,x,2023-for-mcl-0,0,P,
,,,,,,,,,,,,,,
0.333417,0.666583,283.16,0.07992,2.8423,0.03,0.142,-0.020577688,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,283.162,0.15083,5.4679,0.03,0.0733,-0.017334547,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,283.16,0.22024,8.1437,0.03,0.0503,-0.013468721,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,283.158,0.29157,11.0161,0.03,0.0388,-0.006317626,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,273.157,0.05019,1.8392,0.03,0.2184,-0.032286223,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,273.156,0.10542,3.9286,0.03,0.1019,-0.019036237,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,273.158,0.15223,5.7579,0.03,0.0713,-0.009238626,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,273.159,0.20411,7.8538,0.03,0.0527,-0.002852041,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,263.161,0.05181,1.9756,0.03,0.2073,-0.057013437,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,263.157,0.08735,3.3734,0.03,0.1209,-0.021990776,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,263.156,0.11155,4.3461,0.03,0.0951,-0.007086311,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,263.156,0.14092,5.5506,0.03,0.0744,0.004233956,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,263.156,0.17354,6.9217,0.03,0.0612,0.019218626,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,253.157,0.04923,1.9551,0.03,0.2132,-0.040901887,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,253.158,0.06661,2.6645,0.03,0.1553,-0.013921875,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,253.157,0.08304,3.3447,0.03,0.1244,0.004305504,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,253.154,0.09859,3.9974,0.03,0.1055,0.018215155,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,253.153,0.11332,4.6242,0.03,0.0912,0.035218489,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,230.02,1.04779,1151.2205,2.21,0.0258,-0.425136357,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,230.018,1.06407,1151.2589,2.39,0.0276,-0.424907012,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,240.014,9.00135,1144.4536,2.36,0.0265,-0.421862113,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,240.014,8.99856,1144.4446,2.22,0.0251,-0.422187294,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,240.019,7.14518,1140.8943,2.24,0.0256,-0.421671422,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,240.015,5.3575,1137.3786,2.17,0.0247,-0.422193505,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,240.018,3.66315,1133.9342,2.75,0.0301,-0.42281696,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,240.019,2.04681,1130.5611,2.21,0.0252,-0.423265271,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,250.004,11.27013,1127.5183,3.24,0.0337,-0.420861154,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,250.009,8.28452,1121.3533,2.67,0.0285,-0.421304777,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,250.01,6.59802,1117.7311,1.81,0.0211,-0.421778606,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,250.012,5.00055,1114.1954,2.12,0.0238,-0.42220587,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,250.009,3.47122,1110.7204,1.75,0.0207,-0.42270632,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,250.011,1.31682,1105.6213,1.83,0.0215,-0.424188208,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,260.005,9.82379,1102.7047,1.85,0.021,-0.418933423,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,260.01,8.542,1099.7336,2.37,0.0254,-0.418938589,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,260.011,7.01015,1096.0885,3.11,0.0319,-0.419584724,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,260.011,4.13544,1088.9322,1.83,0.0211,-0.421087737,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,260.011,2.79501,1085.4346,1.82,0.0209,-0.422228128,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,260.015,1.51717,1081.9915,1.93,0.022,-0.423044148,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,270.002,9.38651,1079.1973,2.3,0.0244,-0.41799283,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,270.006,8.18878,1076.0685,1.99,0.0218,-0.418719016,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,270.008,6.82304,1072.4067,1.92,0.0213,-0.419210035,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,270.005,4.25562,1065.1975,1.96,0.0217,-0.421326471,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,270.008,2.31071,1059.4004,1.99,0.0221,-0.423078156,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,270.008,1.32558,1056.3464,1.96,0.0219,-0.424212118,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,280.001,8.52632,1053.5618,1.66,0.019,-0.417672367,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,280.004,7.71659,1051.1434,2.12,0.0225,-0.418494202,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,280.003,6.50626,1047.4455,2.07,0.0223,-0.419679733,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,280.003,4.23343,1040.1549,1.82,0.0205,-0.421700123,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,280.003,3.16666,1036.5549,1.94,0.0213,-0.423218199,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,280.003,1.29685,1029.9371,2.39,0.0253,-0.426423587,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,295.004,11.27205,1026.3699,1.78,0.0196,-0.408840975,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,295.008,9.39879,1020.0529,1.69,0.019,-0.410862773,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,295.009,8.31821,1016.2555,2.11,0.0223,-0.411266366,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,295.007,6.28771,1008.7446,1.67,0.019,-0.41364017,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,295.007,4.41529,1001.3201,1.81,0.0201,-0.416289347,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,295.007,1.88567,990.3683,2.62,0.0274,-0.421390869,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,309.999,10.6641,987.243,1.15,0.0151,-0.40034171,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,310.005,8.95716,980.1266,1.31,0.0161,-0.402026001,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,310.003,7.23765,972.4866,1.62,0.0184,-0.403366598,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,310.007,5.65634,964.9183,1.42,0.017,-0.405408872,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,310,3.51129,953.7046,1.26,0.016,-0.409442199,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,310.003,1.84037,943.9606,1.2,0.0157,-0.413642554,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,329.995,11.83083,940.2194,1.24,0.0157,-0.382090794,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,329.997,9.03648,925.096,1.38,0.0169,-0.38343305,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,329.996,7.14112,913.4649,1.27,0.0162,-0.384306486,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,329.995,4.95459,898.1184,1.17,0.0156,-0.386977959,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,329.997,3.54375,886.7063,1.13,0.0154,-0.390445224,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,329.996,1.93471,871.6239,1.17,0.0158,-0.399146105,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,340.006,5.8299,869.961,1.1,0.0154,-0.374653787,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,349.998,9.72948,868.4073,1.1,0.0154,-0.363219137,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,350.002,7.85812,852.442,1.16,0.0158,-0.361849721,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,349.998,5.92619,832.6959,1.3,0.017,-0.360307255,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,349.999,4.36353,812.7896,1.1,0.0159,-0.362094885,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,349.997,2.95377,789.4629,1.14,0.0164,-0.372214279,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,370.005,8.81668,787.0148,1.06,0.0159,-0.34393321,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,370.001,6.98387,758.7252,1.05,0.0161,-0.330165231,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,370.005,5.82244,734.6958,1.08,0.0165,-0.312866201,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,385.001,9.49461,733.1353,1.07,0.0167,-0.343141965,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,385.003,6.75697,664.6833,1.07,0.0173,-0.267223336,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,385.004,5.55436,600.6493,1.05,0.018,-0.007318544,R1234YF,R152A,,2023-for-mcl-0,1,,
0.333417,0.666583,400.003,7.85072,599.5647,1.05,0.0182,-0.213762162,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,283.147,0.08162,3.4675,0.03,0.1179,-0.049406004,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,283.15,0.15263,6.611,0.03,0.0621,-0.051584328,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,283.149,0.22438,9.9211,0.03,0.0425,-0.063933859,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,283.147,0.29161,13.1607,0.03,0.0333,-0.074575632,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,273.155,0.05162,2.2594,0.03,0.1762,-0.055072778,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,273.154,0.10271,4.5659,0.03,0.0879,-0.057699009,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,273.152,0.15278,6.9008,0.03,0.0601,-0.057438587,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,273.15,0.20516,9.4296,0.03,0.0449,-0.062985246,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,273.15,0.25109,11.7271,0.03,0.0366,-0.068716551,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,263.151,0.06026,2.7519,0.03,0.1496,-0.063334258,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,263.149,0.09262,4.2782,0.03,0.0993,-0.061249919,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,263.149,0.12172,5.682,0.03,0.0769,-0.061771042,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,263.15,0.15407,7.2799,0.03,0.0576,-0.061323105,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,263.151,0.18256,8.7221,0.03,0.049,-0.058918957,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,253.161,0.05207,2.471,0.03,0.1694,-0.082933995,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,253.159,0.07507,3.5962,0.03,0.1218,-0.070580259,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,253.158,0.08941,4.3093,0.03,0.0988,-0.054688939,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,253.158,0.10302,4.9937,0.03,0.0841,-0.055399134,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,253.158,0.11594,5.6509,0.03,0.0749,-0.058505099,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,230.012,3.58842,1238.5868,2.33,0.0254,-0.367789235,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,230.015,2.00328,1235.0992,2.44,0.0265,-0.367707849,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,230.014,1.21913,1233.3449,3.13,0.0326,-0.36759167,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,240.006,10.37853,1229.6896,2.46,0.0257,-0.369886225,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,240.011,8.63155,1225.8701,2.32,0.0246,-0.369819767,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,240.009,6.94344,1222.0815,1.81,0.0206,-0.370149777,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,240.01,3.81217,1214.7349,2.14,0.0233,-0.370521449,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,240.014,1.40683,1208.7807,1.51,0.0184,-0.370513618,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,250.015,9.89489,1205.2825,2.17,0.0229,-0.369393133,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,250.019,8.28863,1201.36,2,0.0215,-0.369409672,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,250.019,6.75985,1197.5166,2.01,0.0217,-0.369799879,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,250.018,3.90948,1190.0248,1.91,0.021,-0.370497487,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,250.023,1.46492,1183.1992,1.75,0.0198,-0.371230082,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,260.006,9.3268,1179.9142,1.69,0.0188,-0.370493181,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,260.009,7.93248,1176.078,1.78,0.0196,-0.371151047,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,260.01,6.58043,1172.2463,1.82,0.0198,-0.37194049,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,260.01,5.28062,1168.4491,1.81,0.0198,-0.372820039,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,260.01,4.03821,1164.7128,1.9,0.0206,-0.373125617,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,270.007,7.72816,1150.3831,1.74,0.019,-0.369540381,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,270.011,6.52155,1146.5128,1.79,0.0194,-0.370360469,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,280.003,7.87473,1124.9975,1.6,0.0178,-0.366199225,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,280.003,6.16023,1118.7482,3.49,0.0329,-0.368449422,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,280.004,3.8891,1109.9265,1.91,0.0202,-0.371596724,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,280.005,2.58016,1104.5139,1.97,0.0207,-0.373936514,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,280.003,1.38802,1099.3549,1.56,0.0177,-0.376398554,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,295.003,5.03198,1071.4673,1.99,0.0205,-0.361148992,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,295.003,3.48626,1063.7017,1.54,0.0175,-0.365430019,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,295.001,2.76126,1059.8641,1.56,0.0175,-0.368030626,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,295.002,1.40287,1052.2687,1.39,0.0164,-0.373231646,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,310.004,9.26789,1048.6279,1.43,0.0164,-0.337856891,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,309.999,7.71939,1040.5264,1.18,0.0148,-0.341017871,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,310.008,6.29456,1032.4779,1.32,0.0158,-0.345075856,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,310.007,4.97529,1024.5127,1.41,0.0164,-0.348257658,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,310,3.75482,1016.5777,1.38,0.0163,-0.354160316,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,310.008,2.6364,1008.6889,1.32,0.0159,-0.360234265,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,310.005,1.61367,1000.9332,1.16,0.015,-0.367266485,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,329.992,10.54022,996.8793,1.1,0.0145,-0.312533148,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,330.001,8.70444,984.4745,1.25,0.0154,-0.316120704,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,329.998,7.0686,972.1637,1.17,0.015,-0.321666978,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,329.998,5.17926,955.9041,1.12,0.0149,-0.332417644,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,329.998,3.58396,939.7884,1.15,0.0151,-0.349024058,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,330.001,1.95564,919.8341,1.16,0.0154,-0.384646561,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,339.999,5.37537,918.0762,1.08,0.0149,-0.32773505,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,349.999,8.81725,916.4865,1.1,0.015,-0.303742367,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,350.003,7.66855,903.9993,1.1,0.0151,-0.307459642,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,350.002,5.75967,879.2102,1.12,0.0154,-0.320939383,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,350.002,4.29348,854.5873,1.09,0.0154,-0.341582611,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,350.004,2.89751,821.9181,1.06,0.0155,-0.383613783,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,360.003,5.35686,820.5869,1.05,0.0155,-0.325613337,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,370.003,7.8531,819.3052,1.05,0.0156,-0.322938854,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,370.009,7.03368,802.5219,1.09,0.016,-0.324734395,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,370.007,6.04158,777.4463,1.1,0.0162,-0.329246456,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,370.009,5.08249,744.0963,1.06,0.0163,-0.338452219,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,385.002,7.9905,742.5535,1.05,0.0164,-0.359513873,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,385.008,6.80509,700.1062,1.04,0.0167,-0.351065028,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,385.005,5.55285,618.1756,1.05,0.0178,-0.29492239,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,390.002,6.19523,617.779,1.04,0.0178,-0.300623205,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,395,6.84406,617.3779,1.04,0.0178,-0.308817812,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.003,7.49927,616.9987,1.05,0.018,-0.322899558,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.006,6.26972,505.5428,1.06,0.0198,-0.275084903,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.008,5.57395,393.5662,1.06,0.0231,-0.565485856,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.008,4.89379,282.9694,1.07,0.0295,-0.413394915,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.006,4.16423,201.4445,1.09,0.04,-0.154328598,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.007,2.525,94.2252,1.11,0.0399,-0.169771948,R1234YF,R152A,,2023-for-mcl-0,1,,
0.665259,0.334741,400.01,1.40672,46.5363,1.12,0.1661,-0.260199264,R1234YF,R152A,,2023-for-mcl-0,1,,
,,,,,,,,,,,,,,
0.332653,0.667347,293.149,0.10402,6.6406,0.03,0.0758,-0.173928207,R1234ZEE,R227EA,,2023-for-mcl-0,1,,
0.332653,0.667347,293.148,0.1547,10.0314,0.03,0.0514,-0.125149717,R1234ZEE,R227EA,,2023-for-mcl-0,1,,
0.332653,0.667347,293.149,0.20175,13.279,0.03,0.0399,-0.100178178,R1234ZEE,R227EA,,2023-for-mcl-0,1,,
0.332653,0.667347,293.152,0.25202,16.8651,0.03,0.032,-0.084150389,R1234ZEE,R227EA,,2023-for-mcl-0,1,,
